gapId,title,primaryCategory,secondaryCategories,domainIds,currentStatus,targetLevel,severity,dependencies,acceptanceEvidence,recommendedOwnerArea,dependencyCriticality,safetyImpact,claimRisk,targetUnblockValue,observedFact,recommendation
gap-bb4629ee2226a11f19ee,Process isolation and privilege separation gap,Implementation_Gap,[],"[""capability-security-isolation-privilege""]",Unsupported,T4_Isolated_Userspace_Platform,High,"[""gate-024e105461e96cffee40""]","[""Disclosed limitations must remain recorded: No Nebula-owned process isolation or privilege-separation boundary exists."",""Nebula-owned process isolation and privilege separation enforced by an OS boundary with direct implementation evidence.""]",Userspace & Isolation,3,3,0,3,Process isolation and privilege separation: no OS-substrate implementation evidence exists (authoritative source docs/universeos/kernel_boundary.md).,Implement Process isolation and privilege separation in a Nebula-owned OS substrate; compiler or hosted-service operations evidence cannot raise this capability's maturity.
gap-bc3bea66dcaad1a5f7a0,Runtime/library/package gap: Current std library assessment,Verification_Gap,[],"[""capability-std-library-assessment""]",Unsupported,T1_Independent_Language_Platform,Medium,[],"[""A std assessment covering API coverage, host dependency, allocation behavior, platform coverage, stability, and verification, with a compatibility/stability policy and cross-platform verification evidence."",""The current std is hosted: it depends on the host OS and C++ standard library and is not verified as a freestanding, cross-platform stable API.""]",Standard Library,1,0,1,1,"Current std library assessment has no accepted current implementation satisfying Requirement 8.2; strongest observed status is Unsupported (matched evidence: evidence-6f5d12da1213ba465eac, evidence-c1d94b67438d35444278).",Implement and verify Current std library assessment before depending on it for freestanding or ecosystem work.
gap-bc9cbd7288852562a3c9,Assembler integration gap,Implementation_Gap,[],"[""capability-pipeline-assembler""]",Unknown,T1_Independent_Language_Platform,High,[],"[""Assembler integration that emits machine code without a host toolchain dependency.""]",Compiler & ABI,2,0,2,2,"No normative, in-scope, independent implementation was found for Assembler integration; strongest observed evidence status is Unknown (authoritative source spec/compiler_pipeline.md).","Define and implement Assembler integration within its own scope; hosted C ABI, generated C++, clang-backed, or primitive relocatable-object evidence cannot satisfy it."
gap-bd62ae5dd271c69c48dd,Semantic stability: Destruction,Verification_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,High,[],"[""A published compatibility/stability policy governing Destruction with cross-revision guarantees and a negative-change process.""]",Language & type system,2,1,2,1,"Destruction has parser/typechecker implementation evidence (evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-268264b031bca69dacf8, evidence-588637a269b6497fbb2c, evidence-64bece4cc18508fe729c, evidence-75e1ab5848df15d611f9, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b953368c149d6d373032, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-ec91ba371bb7b1739de5, evidence-f1ba1a49ff3e526f119e, evidence-fb3b99361260bfe222c0) but no compatibility policy, so its semantics are not yet stable across revisions.",Define a compatibility policy for Destruction so implemented behavior cannot silently change between revisions.
gap-c302952c605145061e96,Normative language contract: System-call boundaries,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Critical,[],"[""A normative specification for System-call boundaries with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,3,2,1,2,"System-call boundaries is documented in spec/abi_layout.md, spec/interop_c_abi.md with no direct implementation evidence; current classified status is Unknown.",Publish and freeze the normative semantics for System-call boundaries with a versioned compatibility contract before depending on it for system-level work.
gap-c423f76d6f49a1dd4677,Package breadth gap,Ecosystem_Gap,[],"[""capability-ecosystem-package-breadth""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A broad, maintained package ecosystem with direct implementation evidence beyond preview tiers."",""Disclosed limitations must remain recorded: Current official packages are largely installed/repo preview and do not constitute a broad independent package ecosystem.""]",Ecosystem,1,0,0,1,Package breadth: no direct current implementation evidence (strongest observed status Unknown); authoritative source docs/official_package_tiering.md.,Provide direct implementation/execution evidence for Package breadth; scoped compiler/tooling or Linux backend SDK release evidence cannot raise OS-substrate maturity.
gap-c4944dfbdf314f7ba52b,OS-substrate subsystem: DMA safety,Implementation_Gap,[],"[""capability-driver-dma-safety""]",Unknown,T3_Boot_And_Kernel_Foundation,Critical,[],"[""Direct implementation evidence of DMA-safe memory policy enforced for drivers.""]",Drivers & Hardware,2,2,1,1,DMA safety has no direct implementation evidence (no matching evidence); per Requirement 10.6 its Maturity_Score is 0 (absent). No DMA-safety implementation exists; it cannot be inferred from boot evidence.,Register a positive implementation gate for DMA safety and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-c6aa0d23f35248def2a3,Boot ABI gap,Implementation_Gap,[],"[""capability-boot-abi""]",Unknown,T2_Freestanding_Substrate,High,[],"[""A boot ABI defined and implemented for a reproducible boot handoff.""]",Boot & Toolchain,3,0,1,3,"No normative, in-scope, independent implementation was found for Boot ABI; strongest observed evidence status is Unknown (authoritative source docs/universeos/qemu_boot_hello.md).","Define and implement Boot ABI within its own scope; hosted C ABI, generated C++, clang-backed, or primitive relocatable-object evidence cannot satisfy it."
gap-c6bb237c87814164f5bd,Starter projects gap,Ecosystem_Gap,[],"[""capability-ecosystem-starter-projects""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""Maintained starter projects and templates for common application shapes with direct implementation evidence.""]",Ecosystem,1,0,0,1,Starter projects: no direct current implementation evidence (strongest observed status Unknown); authoritative source README.md.,Provide direct implementation/execution evidence for Starter projects; scoped compiler/tooling or Linux backend SDK release evidence cannot raise OS-substrate maturity.
gap-c868d9ad7be03162374b,Normative language contract: References,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,High,[],"[""A normative specification for References with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,1,1,1,1,"References is documented in spec/ownership_model.md, spec/type_system.md with direct implementation evidence evidence-144d8c1ed5cd5ce830bf, evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-2274d0884e4bb05a4b7b, evidence-268264b031bca69dacf8, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-588637a269b6497fbb2c, evidence-5e9356cb17ef95d4be12, evidence-64bece4cc18508fe729c, evidence-671e810b7e2ffe60fbb3, evidence-75e1ab5848df15d611f9, evidence-ab1211a8f56a35c0eb97, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b789df43e6f1c88b625e, evidence-b953368c149d6d373032, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-ec91ba371bb7b1739de5, evidence-efb3f9adec4a1c735fee, evidence-f1ba1a49ff3e526f119e, evidence-fb197b693252737d9eee, evidence-fb3b99361260bfe222c0, evidence-fffdbd2d9a627d7fd662; current classified status is Unknown.",Publish and freeze the normative semantics for References with a versioned compatibility contract before depending on it for system-level work.
gap-c86daf9cb10736120547,Semantic stability: Functions,Verification_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A published compatibility/stability policy governing Functions with cross-revision guarantees and a negative-change process.""]",Language & type system,1,0,2,1,"Functions has parser/typechecker implementation evidence (evidence-144d8c1ed5cd5ce830bf, evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-2274d0884e4bb05a4b7b, evidence-268264b031bca69dacf8, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-588637a269b6497fbb2c, evidence-5e9356cb17ef95d4be12, evidence-64bece4cc18508fe729c, evidence-671e810b7e2ffe60fbb3, evidence-75e1ab5848df15d611f9, evidence-ab1211a8f56a35c0eb97, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b789df43e6f1c88b625e, evidence-b953368c149d6d373032, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-ec91ba371bb7b1739de5, evidence-efb3f9adec4a1c735fee, evidence-f1ba1a49ff3e526f119e, evidence-fb197b693252737d9eee, evidence-fb3b99361260bfe222c0, evidence-fffdbd2d9a627d7fd662) but no compatibility policy, so its semantics are not yet stable across revisions.",Define a compatibility policy for Functions so implemented behavior cannot silently change between revisions.
gap-c9f7b6b427ef444a6016,Normative language contract: Functions,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A normative specification for Functions with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,1,0,1,1,"Functions is documented in spec/language_core.md with direct implementation evidence evidence-144d8c1ed5cd5ce830bf, evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-2274d0884e4bb05a4b7b, evidence-268264b031bca69dacf8, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-588637a269b6497fbb2c, evidence-5e9356cb17ef95d4be12, evidence-64bece4cc18508fe729c, evidence-671e810b7e2ffe60fbb3, evidence-75e1ab5848df15d611f9, evidence-ab1211a8f56a35c0eb97, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b789df43e6f1c88b625e, evidence-b953368c149d6d373032, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-ec91ba371bb7b1739de5, evidence-efb3f9adec4a1c735fee, evidence-f1ba1a49ff3e526f119e, evidence-fb197b693252737d9eee, evidence-fb3b99361260bfe222c0, evidence-fffdbd2d9a627d7fd662; current classified status is Unknown.",Publish and freeze the normative semantics for Functions with a versioned compatibility contract before depending on it for system-level work.
gap-cba730cb579099de4582,Normative language contract: Nullable values,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,High,[],"[""A normative specification for Nullable values with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,1,1,1,1,"Nullable values is documented in spec/language_core.md, spec/type_system.md with direct implementation evidence evidence-144d8c1ed5cd5ce830bf, evidence-2274d0884e4bb05a4b7b, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-5e9356cb17ef95d4be12, evidence-671e810b7e2ffe60fbb3, evidence-ab1211a8f56a35c0eb97, evidence-b789df43e6f1c88b625e, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-efb3f9adec4a1c735fee, evidence-fb197b693252737d9eee, evidence-fffdbd2d9a627d7fd662; current classified status is Unknown.",Publish and freeze the normative semantics for Nullable values with a versioned compatibility contract before depending on it for system-level work.
gap-cc0da58275f40e3b2cec,Normative language contract: Lifetimes,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Critical,[],"[""A normative specification for Lifetimes with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,1,2,1,1,"Lifetimes is documented in spec/ownership_model.md, spec/type_system.md with direct implementation evidence evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-268264b031bca69dacf8, evidence-588637a269b6497fbb2c, evidence-64bece4cc18508fe729c, evidence-75e1ab5848df15d611f9, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b953368c149d6d373032, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-ec91ba371bb7b1739de5, evidence-f1ba1a49ff3e526f119e, evidence-fb3b99361260bfe222c0; current classified status is Unknown.",Publish and freeze the normative semantics for Lifetimes with a versioned compatibility contract before depending on it for system-level work.
gap-cccf0795a0b87d1e3e18,Third-party adoption gap,Ecosystem_Gap,[],"[""capability-ecosystem-third-party-adoption""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""Direct evidence of sustained third-party production adoption.""]",Ecosystem,1,0,0,1,Third-party adoption: no direct current implementation evidence (strongest observed status Unknown); authoritative source README.md.,Provide direct implementation/execution evidence for Third-party adoption; scoped compiler/tooling or Linux backend SDK release evidence cannot raise OS-substrate maturity.
gap-ce795912402f0eae3d2e,Boot media assembly gap,Implementation_Gap,"[""Verification_Gap""]","[""domain-ce795912402f0eae3d2e""]",Planned,T3_Boot_And_Kernel_Foundation,High,[],"[""A bootable media artifact assembled from the deterministic linked ELF image (disk/ISO image) suitable for a supported target.""]",Boot Chain,3,1,1,3,"Boot media assembly has no direct implementation evidence; strongest observed status is Planned. It remains a separate, unmerged pre-kernel Hard-Gate candidate.",Implement Boot media assembly as an independent gate with direct evidence; it must not be satisfied by upstream or primitive relocatable-object proofs.
gap-ce9966899156b39c3eb4,Long-term support gap,Ecosystem_Gap,[],"[""capability-ecosystem-long-term-support""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A committed long-term support lifecycle with direct implementation evidence.""]",Ecosystem,1,0,0,1,Long-term support: no direct current implementation evidence (strongest observed status Unknown); authoritative source docs/support_matrix.md.,Provide direct implementation/execution evidence for Long-term support; scoped compiler/tooling or Linux backend SDK release evidence cannot raise OS-substrate maturity.
gap-d095b175834857fe8f04,Semantic stability: Error effects,Verification_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,High,[],"[""A published compatibility/stability policy governing Error effects with cross-revision guarantees and a negative-change process.""]",Language & type system,1,1,2,1,"Error effects has parser/typechecker implementation evidence (evidence-144d8c1ed5cd5ce830bf, evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-2274d0884e4bb05a4b7b, evidence-268264b031bca69dacf8, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-588637a269b6497fbb2c, evidence-5e9356cb17ef95d4be12, evidence-64bece4cc18508fe729c, evidence-671e810b7e2ffe60fbb3, evidence-75e1ab5848df15d611f9, evidence-ab1211a8f56a35c0eb97, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b789df43e6f1c88b625e, evidence-b953368c149d6d373032, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-ec91ba371bb7b1739de5, evidence-efb3f9adec4a1c735fee, evidence-f1ba1a49ff3e526f119e, evidence-fb197b693252737d9eee, evidence-fb3b99361260bfe222c0, evidence-fffdbd2d9a627d7fd662) but no compatibility policy, so its semantics are not yet stable across revisions.",Define a compatibility policy for Error effects so implemented behavior cannot silently change between revisions.
gap-d0a7a46b1187a457c643,OS-substrate subsystem: IOMMU,Implementation_Gap,[],"[""capability-hw-iommu""]",Unknown,T3_Boot_And_Kernel_Foundation,Critical,[],"[""Direct implementation evidence of IOMMU configuration for device address isolation.""]",Kernel & Hardware,2,2,1,1,IOMMU has no direct implementation evidence (no matching evidence); per Requirement 10.6 its Maturity_Score is 0 (absent). No IOMMU implementation exists.,Register a positive implementation gate for IOMMU and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-d0cd8773f68531fccb17,Application model and developer SDK gap,Implementation_Gap,[],"[""capability-userspace-app-model-sdk""]",Unknown,T4_Isolated_Userspace_Platform,Medium,"[""gate-42b6c22c8d119e7057bc""]","[""A Nebula-owned application model and developer SDK targeting the isolated userspace platform with direct implementation evidence."",""Disclosed limitations must remain recorded: Host-owned / thin-host adjacency belongs to T0 and cannot raise this T4 capability's maturity above 0.; No Nebula-owned application model or developer SDK for an isolated userspace platform exists.""]",Userspace Runtime,2,1,0,2,"Application model and developer SDK: only host-owned / thin-host adjacency exists (T0), so this T4 capability stays Maturity_Score 0 (authoritative source docs/universeos/architecture.md).",Implement Application model and developer SDK above a Nebula-owned process/syscall boundary; host-owned adjacency cannot raise this T4 capability's maturity.
gap-d10e4ed00c27c67c22c0,Normative language contract: Patterns,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A normative specification for Patterns with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,1,0,1,1,"Patterns is documented in spec/grammar.ebnf, spec/language_core.md with direct implementation evidence evidence-144d8c1ed5cd5ce830bf, evidence-2274d0884e4bb05a4b7b, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-5e9356cb17ef95d4be12, evidence-671e810b7e2ffe60fbb3, evidence-ab1211a8f56a35c0eb97, evidence-b789df43e6f1c88b625e, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-efb3f9adec4a1c735fee, evidence-fb197b693252737d9eee, evidence-fffdbd2d9a627d7fd662; current classified status is Unknown.",Publish and freeze the normative semantics for Patterns with a versioned compatibility contract before depending on it for system-level work.
gap-d7528f3d36466a6b52f6,OS-substrate subsystem: Display devices,Implementation_Gap,[],"[""capability-driver-display""]",Unknown,T3_Boot_And_Kernel_Foundation,High,[],"[""Direct implementation evidence of a display/framebuffer device driver.""]",Drivers & Hardware,1,1,1,1,Display devices has no direct implementation evidence (no matching evidence); per Requirement 10.6 its Maturity_Score is 0 (absent). No display device driver exists.,Register a positive implementation gate for Display devices and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-d780aa0d2b5447323126,Semantic stability: Modules,Verification_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A published compatibility/stability policy governing Modules with cross-revision guarantees and a negative-change process.""]",Language & type system,1,0,2,1,"Modules has parser/typechecker implementation evidence (evidence-144d8c1ed5cd5ce830bf, evidence-2274d0884e4bb05a4b7b, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-5e9356cb17ef95d4be12, evidence-671e810b7e2ffe60fbb3, evidence-ab1211a8f56a35c0eb97, evidence-b789df43e6f1c88b625e, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-efb3f9adec4a1c735fee, evidence-fb197b693252737d9eee, evidence-fffdbd2d9a627d7fd662) but no compatibility policy, so its semantics are not yet stable across revisions.",Define a compatibility policy for Modules so implemented behavior cannot silently change between revisions.
gap-d7ba51bf8be257861b79,Runtime/library/package gap: Freestanding static initialization,Implementation_Gap,[],"[""capability-runtime-static-init""]",Unknown,T2_Freestanding_Substrate,High,[],"[""A freestanding static-initialization order and mechanism with implementation evidence."",""Freestanding static initialization is unspecified and unimplemented.""]",Freestanding Runtime,2,0,1,2,Freestanding static initialization has no accepted current implementation satisfying Requirement 8.1; strongest observed status is Unknown (matched evidence: evidence-a6ce963a38067a75f02b).,Implement and verify Freestanding static initialization before depending on it for freestanding or ecosystem work.
gap-da5452587b2d91188618,Runtime/library/package gap: Package manifest,Implementation_Gap,[],"[""capability-package-manifest""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""Implemented package manifest support with direct implementation evidence."",""Package manifest has no accepted implementation evidence.""]",Package & Ecosystem,1,0,1,1,"Package manifest has no accepted current implementation satisfying Requirement 8.5; strongest observed status is Unknown (matched evidence: evidence-01d063352d89e938de5b, evidence-0a3e11ad0805d97729d3, evidence-0bcf0307e2bae9c0e5fe, evidence-1ccd565dde024a2ccec4, evidence-1e6d6be656ce35d011ba, evidence-1ed7a02d4931042db7ec, evidence-20e71ac2492814417d09, evidence-29d0241650b38d10f258, evidence-2b5ae5dbdd7132ac3ecb, evidence-3bef294faebf6452812b, evidence-4a9a64a3fa8e39b7c10d, evidence-54b274964b414955be46, evidence-5769ba1a1819f124b3fe, evidence-5ea178c4c639c5c5b857, evidence-61269aea07c2f5b93532, evidence-68d588d7531b8d30c7f4, evidence-6a9d3e38fac21bf99d9c, evidence-6c2b8a11b7cef157e944, evidence-7013e8c7803e1628dc3f, evidence-753dbeb7f01e83dd2246, evidence-7b089a1a1df4c4c76736, evidence-7f3491e035807c3c318f, evidence-81021b1a73d8ef6a97be, evidence-83802ffd615d4775a4bb, evidence-84f65efdf4de7dde6060, evidence-89d9ef73c3ff13ec8e6d, evidence-92087039ad8179cb46f1, evidence-97ef66f4caccdcf57663, evidence-9d6c649a6f4ef1735807, evidence-a18fd963ddaa60dab88f, evidence-a1d8910fd72df65cdf8c, evidence-a2754ea415ca04a5ba6b, evidence-a4413f597bfb85e6a26f, evidence-a8ff231438092d8c9c20, evidence-a91dc5206ccdf6387392, evidence-acacb785f6276b36b119, evidence-bbbb1cde9232a35e6d3b, evidence-bc6f76b521ce97d9c9f9, evidence-c05481966b1e08a67364, evidence-c119c8ee4115b16db648, evidence-c11bc5ce1f6a61b93d01, evidence-c34658dae0f5bc0bd903, evidence-c45848cd6f05755514cf, evidence-c4f36db679fc8667e4f0, evidence-c5cd71dafc0ba9cb96e2, evidence-c873a213d6465b9eee1f, evidence-ca881c3805061e1f1278, evidence-cae1e2fdeba53e241c39, evidence-d3323f5ce6dfe753dd04, evidence-d82cb9ee1175a01a641b, evidence-d8368598aa8be40d6557, evidence-d9a024552e1069807d14, evidence-e246a98e2ab7be5f48f0, evidence-e44306c8d3d3ace6b13c, evidence-e5f8f203953618854e71, evidence-ebb5ebdb49d900e3ae1c, evidence-f06038b4e747192b2a31, evidence-f438b50b93f0fc264912, evidence-f56677a9272e9a3b26f0, evidence-f985c3799c9ed57abeef).",Implement and verify Package manifest before depending on it for freestanding or ecosystem work.
gap-daac141bf1ec45fd1b48,Bounded execution gap,Implementation_Gap,[],"[""capability-reliability-bounded-execution""]",Unknown,T2_Freestanding_Substrate,Medium,"[""gate-7e6ff8c1b7bf228d2952""]","[""A bounded-execution guarantee for the freestanding substrate with direct implementation evidence."",""Disclosed limitations must remain recorded: No bounded-execution guarantee exists for a freestanding substrate.""]",Freestanding Runtime,2,2,0,2,Bounded execution: no OS-substrate implementation evidence exists (authoritative source docs/universeos/no_std_runtime.md).,Implement Bounded execution in a Nebula-owned OS substrate; compiler or hosted-service operations evidence cannot raise this capability's maturity.
gap-dd60319bff38ce7da17e,"Memory storage, lifetime, and allocation-failure semantics gap",Language_Gap,"[""Verification_Gap""]","[""capability-memory-storage-model""]",Experimental,T1_Independent_Language_Platform,Medium,[],"[""A normative specification of stack/region/heap/static storage, promotion, initialization, destruction, allocator-failure, raw-memory, and resource-lifetime semantics with direct implementation evidence.""]",Language & Safety,2,2,1,2,"No normative, implemented contract was found for this capability; strongest observed evidence status is Experimental (authoritative source spec/region_semantics.md).",Define the normative semantics and provide direct implementation evidence before relying on this capability for system-level code.
gap-df299b1fe9e3bbbcf4b6,Fault containment gap,Implementation_Gap,[],"[""capability-reliability-containment""]",Unknown,T4_Isolated_Userspace_Platform,Medium,"[""gate-7e6ff8c1b7bf228d2952""]","[""A fault-containment mechanism enforced by an OS isolation boundary with direct implementation evidence."",""Disclosed limitations must remain recorded: No OS-enforced fault-containment mechanism exists.""]",Userspace & Isolation,2,2,0,2,Fault containment: no OS-substrate implementation evidence exists (authoritative source docs/universeos/kernel_boundary.md).,Implement Fault containment in a Nebula-owned OS substrate; compiler or hosted-service operations evidence cannot raise this capability's maturity.
gap-e072c2a651c76a0c2da5,"Unsafe, FFI, and raw-pointer boundary semantics gap",Language_Gap,[],"[""capability-unsafe-ffi-boundary""]",Unknown,T1_Independent_Language_Platform,High,[],"[""Normative unsafe-block/function, FFI-boundary, raw-pointer, and privilege-transition semantics with direct implementation evidence, including every disclosed opaque/dynamic/FFI/unsafe exclusion.""]",Language & Safety,2,3,0,2,"No normative, implemented contract was found for this capability; strongest observed evidence status is Unknown (authoritative source spec/safety_contract.md).",Define the normative semantics and provide direct implementation evidence before relying on this capability for system-level code.
gap-e109294b32c11d104703,OS-substrate subsystem: Kernel entry,Implementation_Gap,[],"[""capability-kernel-entry""]",Unknown,T3_Boot_And_Kernel_Foundation,Critical,[],"[""Direct implementation evidence of a kernel entry path that receives control and establishes early runtime invariants.""]",Kernel,3,2,2,2,Kernel entry has no direct implementation evidence (no matching evidence); per Requirement 10.6 its Maturity_Score is 0 (absent). No kernel entry path exists.,Register a positive implementation gate for Kernel entry and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-e18fce6c96557d8ed534,Semantic stability: Constrained generics,Verification_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,High,[],"[""A published compatibility/stability policy governing Constrained generics with cross-revision guarantees and a negative-change process.""]",Language & type system,2,0,2,1,"Constrained generics has parser/typechecker implementation evidence (evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-268264b031bca69dacf8, evidence-588637a269b6497fbb2c, evidence-64bece4cc18508fe729c, evidence-75e1ab5848df15d611f9, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b953368c149d6d373032, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-ec91ba371bb7b1739de5, evidence-f1ba1a49ff3e526f119e, evidence-fb3b99361260bfe222c0) but no compatibility policy, so its semantics are not yet stable across revisions.",Define a compatibility policy for Constrained generics so implemented behavior cannot silently change between revisions.
gap-e5b8e2be8c0611337f82,Semantic stability: References,Verification_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,High,[],"[""A published compatibility/stability policy governing References with cross-revision guarantees and a negative-change process.""]",Language & type system,1,1,2,1,"References has parser/typechecker implementation evidence (evidence-144d8c1ed5cd5ce830bf, evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-2274d0884e4bb05a4b7b, evidence-268264b031bca69dacf8, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-588637a269b6497fbb2c, evidence-5e9356cb17ef95d4be12, evidence-64bece4cc18508fe729c, evidence-671e810b7e2ffe60fbb3, evidence-75e1ab5848df15d611f9, evidence-ab1211a8f56a35c0eb97, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b789df43e6f1c88b625e, evidence-b953368c149d6d373032, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-ec91ba371bb7b1739de5, evidence-efb3f9adec4a1c735fee, evidence-f1ba1a49ff3e526f119e, evidence-fb197b693252737d9eee, evidence-fb3b99361260bfe222c0, evidence-fffdbd2d9a627d7fd662) but no compatibility policy, so its semantics are not yet stable across revisions.",Define a compatibility policy for References so implemented behavior cannot silently change between revisions.
gap-e7078f6103911cc99615,OS-substrate subsystem: Driver isolation,Implementation_Gap,[],"[""capability-driver-isolation""]",Unknown,T3_Boot_And_Kernel_Foundation,Critical,[],"[""Direct implementation evidence of driver isolation/containment with capability-checked hardware access.""]",Drivers & Hardware,2,2,1,1,Driver isolation has no direct implementation evidence (no matching evidence); per Requirement 10.6 its Maturity_Score is 0 (absent). No driver isolation implementation exists.,Register a positive implementation gate for Driver isolation and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
